Age,Year,Incidence,Sex,Country
61,1995,0.0014,m,south africa
62,1995,0.0012,m,south africa
63,1995,0.001,m,south africa
64,1995,0.0009,m,south africa
65,1995,0.0008,m,south africa
66,1995,0.0007,m,south africa
67,1995,0.0006,m,south africa
68,1995,0.0005,m,south africa
69,1995,0.0005,m,south africa
70,1995,0.0004,m,south africa
71,1995,0.0004,m,south africa
72,1995,0.0003,m,south africa
73,1995,0.0003,m,south africa
74,1995,0.0002,m,south africa
75,1995,0.000212,m,south africa
76,1995,0.000191,m,south africa
77,1995,0.000176,m,south africa
78,1995,0.000162,m,south africa
79,1995,0.00015,m,south africa
80,1995,0.000141,m,south africa
81,1995,0.000129,m,south africa
82,1995,0.000116,m,south africa
83,1995,0.000101,m,south africa
84,1995,0.0000976,m,south africa
85,1995,0.0000932,m,south africa
86,1995,0.0000877,m,south africa
87,1995,0.0000823,m,south africa
88,1995,0.000078,m,south africa
89,1995,0.0000762,m,south africa
90+,1995,0.0000995,m,south africa
10,1996,0,m,south africa
11,1996,0.00000035,m,south africa
12,1996,0.00000765,m,south africa
13,1996,0.0000777,m,south africa
14,1996,0.0005,m,south africa
15,1996,0.0019,m,south africa
16,1996,0.005,m,south africa
17,1996,0.0094,m,south africa
18,1996,0.0161,m,south africa
19,1996,0.0188,m,south africa
20,1996,0.0206,m,south africa
21,1996,0.0217,m,south africa
22,1996,0.0225,m,south africa
23,1996,0.0231,m,south africa
24,1996,0.0234,m,south africa
25,1996,0.0236,m,south africa
26,1996,0.0235,m,south africa
27,1996,0.0233,m,south africa
28,1996,0.0229,m,south africa
29,1996,0.0226,m,south africa
30,1996,0.0218,m,south africa
31,1996,0.0212,m,south africa
32,1996,0.0205,m,south africa
33,1996,0.0198,m,south africa
34,1996,0.019,m,south africa
35,1996,0.0182,m,south africa
36,1996,0.0174,m,south africa
37,1996,0.0166,m,south africa
38,1996,0.0158,m,south africa
39,1996,0.015,m,south africa
40,1996,0.0141,m,south africa
41,1996,0.0133,m,south africa
42,1996,0.0125,m,south africa
43,1996,0.0117,m,south africa
44,1996,0.0109,m,south africa
45,1996,0.01,m,south africa
46,1996,0.0092,m,south africa
47,1996,0.0085,m,south africa
48,1996,0.0077,m,south africa
49,1996,0.007,m,south africa
50,1996,0.0063,m,south africa
51,1996,0.0057,m,south africa
52,1996,0.0051,m,south africa
53,1996,0.0045,m,south africa
54,1996,0.0039,m,south africa
55,1996,0.0034,m,south africa
56,1996,0.003,m,south africa
57,1996,0.0026,m,south africa
58,1996,0.0023,m,south africa
59,1996,0.002,m,south africa
60,1996,0.0017,m,south africa
61,1996,0.0015,m,south africa
62,1996,0.0013,m,south africa
63,1996,0.0011,m,south africa
64,1996,0.001,m,south africa
65,1996,0.0008,m,south africa
66,1996,0.0007,m,south africa
67,1996,0.0006,m,south africa
68,1996,0.0006,m,south africa
69,1996,0.0005,m,south africa
70,1996,0.0004,m,south africa
71,1996,0.0004,m,south africa
72,1996,0.0004,m,south africa
73,1996,0.0003,m,south africa
74,1996,0.0003,m,south africa
75,1996,0.0003,m,south africa
76,1996,0.000228,m,south africa
77,1996,0.000209,m,south africa
78,1996,0.000196,m,south africa
79,1996,0.000184,m,south africa
80,1996,0.000172,m,south africa
81,1996,0.000164,m,south africa
82,1996,0.000153,m,south africa
83,1996,0.000139,m,south africa
84,1996,0.000122,m,south africa
85,1996,0.00012,m,south africa
86,1996,0.000116,m,south africa
87,1996,0.000112,m,south africa
88,1996,0.000108,m,south africa
89,1996,0.000106,m,south africa
90+,1996,0.000137,m,south africa
10,1997,0,m,south africa
11,1997,0.00000037,m,south africa
12,1997,0.0000081,m,south africa
13,1997,0.0000824,m,south africa
14,1997,0.0005,m,south africa
15,1997,0.002,m,south africa
16,1997,0.0053,m,south africa
17,1997,0.0101,m,south africa
18,1997,0.0172,m,south africa
19,1997,0.0201,m,south africa
20,1997,0.0219,m,south africa
21,1997,0.023,m,south africa
22,1997,0.0238,m,south africa
23,1997,0.0242,m,south africa
24,1997,0.0245,m,south africa
25,1997,0.0246,m,south africa
26,1997,0.0245,m,south africa
27,1997,0.0242,m,south africa
28,1997,0.0238,m,south africa
29,1997,0.0234,m,south africa
30,1997,0.0225,m,south africa
31,1997,0.0217,m,south africa
32,1997,0.0208,m,south africa
33,1997,0.02,m,south africa
34,1997,0.0191,m,south africa
35,1997,0.0183,m,south africa
36,1997,0.0174,m,south africa
37,1997,0.0166,m,south africa
38,1997,0.0158,m,south africa
39,1997,0.0149,m,south africa
40,1997,0.0141,m,south africa
41,1997,0.0133,m,south africa
42,1997,0.0125,m,south africa
43,1997,0.0118,m,south africa
44,1997,0.011,m,south africa
45,1997,0.0102,m,south africa
46,1997,0.0094,m,south africa
47,1997,0.0086,m,south africa
48,1997,0.0079,m,south africa
49,1997,0.0072,m,south africa
50,1997,0.0065,m,south africa
51,1997,0.0059,m,south africa
52,1997,0.0053,m,south africa
53,1997,0.0047,m,south africa
54,1997,0.0042,m,south africa
55,1997,0.0036,m,south africa
56,1997,0.0032,m,south africa
57,1997,0.0028,m,south africa
58,1997,0.0024,m,south africa
59,1997,0.0021,m,south africa
60,1997,0.0018,m,south africa
61,1997,0.0016,m,south africa
62,1997,0.0014,m,south africa
63,1997,0.0012,m,south africa
64,1997,0.0011,m,south africa
65,1997,0.0009,m,south africa
66,1997,0.0008,m,south africa
67,1997,0.0007,m,south africa
68,1997,0.0006,m,south africa
69,1997,0.0005,m,south africa
70,1997,0.0005,m,south africa
71,1997,0.0004,m,south africa
72,1997,0.0004,m,south africa
73,1997,0.0004,m,south africa
74,1997,0.0003,m,south africa
75,1997,0.0003,m,south africa
76,1997,0.000264,m,south africa
77,1997,0.00024,m,south africa
78,1997,0.000223,m,south africa
79,1997,0.000213,m,south africa
80,1997,0.000202,m,south africa
81,1997,0.000192,m,south africa
82,1997,0.000185,m,south africa
83,1997,0.000174,m,south africa
84,1997,0.00016,m,south africa
85,1997,0.000143,m,south africa
86,1997,0.000143,m,south africa
87,1997,0.000142,m,south africa
88,1997,0.000142,m,south africa
89,1997,0.000142,m,south africa
90+,1997,0.000182,m,south africa
10,1998,0,m,south africa
11,1998,0.00000038,m,south africa
12,1998,0.0000082,m,south africa
13,1998,0.0000834,m,south africa
14,1998,0.0005,m,south africa
15,1998,0.0021,m,south africa
16,1998,0.0055,m,south africa
17,1998,0.0104,m,south africa
18,1998,0.0177,m,south africa
19,1998,0.0207,m,south africa
20,1998,0.0226,m,south africa
21,1998,0.0237,m,south africa
22,1998,0.0244,m,south africa
23,1998,0.0247,m,south africa
24,1998,0.0249,m,south africa
25,1998,0.0249,m,south africa
26,1998,0.0248,m,south africa
27,1998,0.0245,m,south africa
28,1998,0.024,m,south africa
29,1998,0.0236,m,south africa
30,1998,0.0226,m,south africa
31,1998,0.0217,m,south africa
32,1998,0.0208,m,south africa
33,1998,0.0199,m,south africa
34,1998,0.0189,m,south africa
35,1998,0.018,m,south africa
36,1998,0.0172,m,south africa
37,1998,0.0163,m,south africa
38,1998,0.0155,m,south africa
39,1998,0.0147,m,south africa
40,1998,0.0139,m,south africa
41,1998,0.0131,m,south africa
42,1998,0.0124,m,south africa
43,1998,0.0116,m,south africa
44,1998,0.0109,m,south africa
45,1998,0.0102,m,south africa
46,1998,0.0094,m,south africa
47,1998,0.0087,m,south africa
48,1998,0.008,m,south africa
49,1998,0.0073,m,south africa
50,1998,0.0067,m,south africa
51,1998,0.006,m,south africa
52,1998,0.0055,m,south africa
53,1998,0.0049,m,south africa
54,1998,0.0043,m,south africa
55,1998,0.0038,m,south africa
56,1998,0.0033,m,south africa
57,1998,0.0029,m,south africa
58,1998,0.0025,m,south africa
59,1998,0.0022,m,south africa
60,1998,0.0019,m,south africa
61,1998,0.0017,m,south africa
62,1998,0.0015,m,south africa
63,1998,0.0013,m,south africa
64,1998,0.0011,m,south africa
65,1998,0.001,m,south africa
66,1998,0.0008,m,south africa
67,1998,0.0007,m,south africa
68,1998,0.0006,m,south africa
69,1998,0.0006,m,south africa
70,1998,0.0005,m,south africa
71,1998,0.0005,m,south africa
72,1998,0.0004,m,south africa
73,1998,0.0004,m,south africa
74,1998,0.0004,m,south africa
75,1998,0.0003,m,south africa
76,1998,0.0003,m,south africa
77,1998,0.000268,m,south africa
78,1998,0.000248,m,south africa
79,1998,0.000233,m,south africa
80,1998,0.000225,m,south africa
81,1998,0.000216,m,south africa
82,1998,0.000207,m,south africa
83,1998,0.000201,m,south africa
84,1998,0.000191,m,south africa
85,1998,0.000178,m,south africa
86,1998,0.000162,m,south africa
87,1998,0.000166,m,south africa
88,1998,0.000171,m,south africa
89,1998,0.000176,m,south africa
90+,1998,0.000228,m,south africa
10,1999,0,m,south africa
11,1999,0.00000037,m,south africa
12,1999,0.00000799,m,south africa
13,1999,0.0000807,m,south africa
14,1999,0.0005,m,south africa
15,1999,0.002,m,south africa
16,1999,0.0053,m,south africa
17,1999,0.0102,m,south africa
18,1999,0.0176,m,south africa
19,1999,0.0206,m,south africa
20,1999,0.0226,m,south africa
21,1999,0.0238,m,south africa
22,1999,0.0245,m,south africa
23,1999,0.0248,m,south africa
24,1999,0.0248,m,south africa
25,1999,0.0247,m,south africa
26,1999,0.0245,m,south africa
27,1999,0.0242,m,south africa
28,1999,0.0237,m,south africa
29,1999,0.0234,m,south africa
30,1999,0.0224,m,south africa
31,1999,0.0215,m,south africa
32,1999,0.0205,m,south africa
33,1999,0.0195,m,south africa
34,1999,0.0185,m,south africa
35,1999,0.0176,m,south africa
36,1999,0.0167,m,south africa
37,1999,0.0159,m,south africa
38,1999,0.0151,m,south africa
39,1999,0.0143,m,south africa
40,1999,0.0135,m,south africa
41,1999,0.0128,m,south africa
42,1999,0.0121,m,south africa
43,1999,0.0114,m,south africa
44,1999,0.0107,m,south africa
45,1999,0.01,m,south africa
46,1999,0.0093,m,south africa
47,1999,0.0087,m,south africa
48,1999,0.008,m,south africa
49,1999,0.0073,m,south africa
50,1999,0.0067,m,south africa
51,1999,0.0061,m,south africa
52,1999,0.0056,m,south africa
53,1999,0.005,m,south africa
54,1999,0.0045,m,south africa
55,1999,0.004,m,south africa
56,1999,0.0035,m,south africa
57,1999,0.003,m,south africa
58,1999,0.0026,m,south africa
59,1999,0.0023,m,south africa
60,1999,0.002,m,south africa
61,1999,0.0017,m,south africa
62,1999,0.0015,m,south africa
63,1999,0.0013,m,south africa
64,1999,0.0012,m,south africa
65,1999,0.001,m,south africa
66,1999,0.0009,m,south africa
67,1999,0.0008,m,south africa
68,1999,0.0007,m,south africa
69,1999,0.0006,m,south africa
70,1999,0.0005,m,south africa
71,1999,0.0005,m,south africa
72,1999,0.0004,m,south africa
73,1999,0.0004,m,south africa
74,1999,0.0004,m,south africa
75,1999,0.0003,m,south africa
76,1999,0.0003,m,south africa
77,1999,0.00029,m,south africa
78,1999,0.000268,m,south africa
79,1999,0.00025,m,south africa
80,1999,0.000238,m,south africa
81,1999,0.000232,m,south africa
82,1999,0.000225,m,south africa
83,1999,0.000218,m,south africa
84,1999,0.000213,m,south africa
85,1999,0.000205,m,south africa
86,1999,0.000194,m,south africa
87,1999,0.00018,m,south africa
88,1999,0.00019,m,south africa
89,1999,0.000201,m,south africa
90+,1999,0.000267,m,south africa
10,2000,0,m,south africa
11,2000,0.00000035,m,south africa
12,2000,0.00000746,m,south africa
13,2000,0.0000752,m,south africa
14,2000,0.0005,m,south africa
15,2000,0.0019,m,south africa
16,2000,0.005,m,south africa
17,2000,0.0097,m,south africa
18,2000,0.0169,m,south africa
19,2000,0.0199,m,south africa
20,2000,0.022,m,south africa
21,2000,0.0233,m,south africa
22,2000,0.0241,m,south africa
23,2000,0.0244,m,south africa
24,2000,0.0244,m,south africa
25,2000,0.0242,m,south africa
26,2000,0.0239,m,south africa
27,2000,0.0235,m,south africa
28,2000,0.0231,m,south africa
29,2000,0.0228,m,south africa
30,2000,0.0218,m,south africa
31,2000,0.0209,m,south africa
32,2000,0.02,m,south africa
33,2000,0.019,m,south africa
34,2000,0.018,m,south africa
35,2000,0.0171,m,south africa
36,2000,0.0162,m,south africa
37,2000,0.0153,m,south africa
38,2000,0.0145,m,south africa
39,2000,0.0138,m,south africa
40,2000,0.0131,m,south africa
41,2000,0.0124,m,south africa
42,2000,0.0117,m,south africa
43,2000,0.0111,m,south africa
44,2000,0.0104,m,south africa
45,2000,0.0098,m,south africa
46,2000,0.0092,m,south africa
47,2000,0.0086,m,south africa
48,2000,0.0079,m,south africa
49,2000,0.0073,m,south africa
50,2000,0.0067,m,south africa
51,2000,0.0062,m,south africa
52,2000,0.0056,m,south africa
53,2000,0.0051,m,south africa
54,2000,0.0046,m,south africa
55,2000,0.0041,m,south africa
56,2000,0.0037,m,south africa
57,2000,0.0032,m,south africa
58,2000,0.0028,m,south africa
59,2000,0.0024,m,south africa
60,2000,0.0021,m,south africa
61,2000,0.0018,m,south africa
62,2000,0.0016,m,south africa
63,2000,0.0014,m,south africa
64,2000,0.0012,m,south africa
65,2000,0.0011,m,south africa
66,2000,0.0009,m,south africa
67,2000,0.0008,m,south africa
68,2000,0.0007,m,south africa
69,2000,0.0006,m,south africa
70,2000,0.0005,m,south africa
71,2000,0.0005,m,south africa
72,2000,0.0004,m,south africa
73,2000,0.0004,m,south africa
74,2000,0.0004,m,south africa
75,2000,0.0003,m,south africa
76,2000,0.0003,m,south africa
77,2000,0.0003,m,south africa
78,2000,0.00028,m,south africa
79,2000,0.000262,m,south africa
80,2000,0.000247,m,south africa
81,2000,0.000238,m,south africa
82,2000,0.000234,m,south africa
83,2000,0.000229,m,south africa
84,2000,0.000223,m,south africa
85,2000,0.00022,m,south africa
86,2000,0.000215,m,south africa
87,2000,0.000207,m,south africa
88,2000,0.000198,m,south africa
89,2000,0.000214,m,south africa
90+,2000,0.000296,m,south africa
10,2001,0,m,south africa
11,2001,0.00000033,m,south africa
12,2001,0.00000675,m,south africa
13,2001,0.0000675,m,south africa
14,2001,0.0004,m,south africa
15,2001,0.0017,m,south africa
16,2001,0.0045,m,south africa
17,2001,0.0088,m,south africa
18,2001,0.0157,m,south africa
19,2001,0.0187,m,south africa
20,2001,0.0208,m,south africa
21,2001,0.0223,m,south africa
22,2001,0.0232,m,south africa
23,2001,0.0236,m,south africa
24,2001,0.0237,m,south africa
25,2001,0.0235,m,south africa
26,2001,0.0231,m,south africa
27,2001,0.0227,m,south africa
28,2001,0.0222,m,south africa
29,2001,0.0219,m,south africa
30,2001,0.021,m,south africa
31,2001,0.0202,m,south africa
32,2001,0.0193,m,south africa
33,2001,0.0184,m,south africa
34,2001,0.0174,m,south africa
35,2001,0.0165,m,south africa
36,2001,0.0156,m,south africa
37,2001,0.0148,m,south africa
38,2001,0.0141,m,south africa
39,2001,0.0133,m,south africa
40,2001,0.0127,m,south africa
41,2001,0.012,m,south africa
42,2001,0.0114,m,south africa
43,2001,0.0108,m,south africa
44,2001,0.0102,m,south africa
45,2001,0.0096,m,south africa
46,2001,0.009,m,south africa
47,2001,0.0085,m,south africa
48,2001,0.0079,m,south africa
49,2001,0.0073,m,south africa
50,2001,0.0068,m,south africa
51,2001,0.0062,m,south africa
52,2001,0.0057,m,south africa
53,2001,0.0052,m,south africa
54,2001,0.0047,m,south africa
55,2001,0.0042,m,south africa
56,2001,0.0038,m,south africa
57,2001,0.0034,m,south africa
58,2001,0.0029,m,south africa
59,2001,0.0026,m,south africa
60,2001,0.0022,m,south africa
61,2001,0.0019,m,south africa
62,2001,0.0016,m,south africa
63,2001,0.0014,m,south africa
64,2001,0.0013,m,south africa
65,2001,0.0011,m,south africa
66,2001,0.001,m,south africa
67,2001,0.0008,m,south africa
68,2001,0.0007,m,south africa
69,2001,0.0006,m,south africa
70,2001,0.0005,m,south africa
71,2001,0.0005,m,south africa
72,2001,0.0004,m,south africa
73,2001,0.0004,m,south africa
74,2001,0.0004,m,south africa
75,2001,0.0003,m,south africa
76,2001,0.0003,m,south africa
77,2001,0.0003,m,south africa
78,2001,0.000284,m,south africa
79,2001,0.000267,m,south africa
80,2001,0.000252,m,south africa
81,2001,0.000241,m,south africa
82,2001,0.000233,m,south africa
83,2001,0.00023,m,south africa
84,2001,0.000227,m,south africa
85,2001,0.000223,m,south africa
86,2001,0.000223,m,south africa
87,2001,0.000222,m,south africa
88,2001,0.00022,m,south africa
89,2001,0.000217,m,south africa
90+,2001,0.000314,m,south africa
10,2002,0,m,south africa
11,2002,0.0000003,m,south africa
12,2002,0.00000602,m,south africa
13,2002,0.0000595,m,south africa
14,2002,0.0004,m,south africa
15,2002,0.0015,m,south africa
16,2002,0.004,m,south africa
17,2002,0.0079,m,south africa
18,2002,0.0142,m,south africa
19,2002,0.0172,m,south africa
20,2002,0.0193,m,south africa
21,2002,0.0209,m,south africa
22,2002,0.022,m,south africa
23,2002,0.0226,m,south africa
24,2002,0.0228,m,south africa
25,2002,0.0226,m,south africa
26,2002,0.0223,m,south africa
27,2002,0.0218,m,south africa
28,2002,0.0213,m,south africa
29,2002,0.0211,m,south africa
30,2002,0.0202,m,south africa
31,2002,0.0195,m,south africa
32,2002,0.0187,m,south africa
33,2002,0.0179,m,south africa
34,2002,0.017,m,south africa
35,2002,0.0161,m,south africa
36,2002,0.0152,m,south africa
37,2002,0.0144,m,south africa
38,2002,0.0137,m,south africa
39,2002,0.013,m,south africa
40,2002,0.0123,m,south africa
41,2002,0.0117,m,south africa
42,2002,0.0111,m,south africa
43,2002,0.0105,m,south africa
44,2002,0.01,m,south africa
45,2002,0.0094,m,south africa
46,2002,0.0089,m,south africa
47,2002,0.0084,m,south africa
48,2002,0.0078,m,south africa
49,2002,0.0073,m,south africa
50,2002,0.0068,m,south africa
51,2002,0.0063,m,south africa
52,2002,0.0058,m,south africa
53,2002,0.0053,m,south africa
54,2002,0.0048,m,south africa
55,2002,0.0044,m,south africa
56,2002,0.0039,m,south africa
57,2002,0.0035,m,south africa
58,2002,0.0031,m,south africa
59,2002,0.0027,m,south africa
60,2002,0.0024,m,south africa
61,2002,0.002,m,south africa
62,2002,0.0017,m,south africa
63,2002,0.0015,m,south africa
64,2002,0.0013,m,south africa
65,2002,0.0012,m,south africa
66,2002,0.001,m,south africa
67,2002,0.0009,m,south africa
68,2002,0.0008,m,south africa
69,2002,0.0007,m,south africa
70,2002,0.0006,m,south africa
71,2002,0.0005,m,south africa
72,2002,0.0004,m,south africa
73,2002,0.0004,m,south africa
74,2002,0.0004,m,south africa
75,2002,0.0003,m,south africa
76,2002,0.0003,m,south africa
77,2002,0.0003,m,south africa
78,2002,0.0003,m,south africa
79,2002,0.000267,m,south africa
80,2002,0.000253,m,south africa
81,2002,0.000241,m,south africa
82,2002,0.000233,m,south africa
83,2002,0.000227,m,south africa
84,2002,0.000226,m,south africa
85,2002,0.000225,m,south africa
86,2002,0.000223,m,south africa
87,2002,0.000227,m,south africa
88,2002,0.000231,m,south africa
89,2002,0.000236,m,south africa
90+,2002,0.0003,m,south africa
10,2003,0,m,south africa
11,2003,0.00000027,m,south africa
12,2003,0.00000538,m,south africa
13,2003,0.0000524,m,south africa
14,2003,0.0003,m,south africa
