Age,Year,Incidence,Sex,Country
40,1986,0.0003,f,south africa
41,1986,0.0002,f,south africa
42,1986,0.000204,f,south africa
43,1986,0.000179,f,south africa
44,1986,0.000156,f,south africa
45,1986,0.000135,f,south africa
46,1986,0.000117,f,south africa
47,1986,0.0001,f,south africa
48,1986,0.0000863,f,south africa
49,1986,0.0000744,f,south africa
50,1986,0.0000641,f,south africa
51,1986,0.0000552,f,south africa
52,1986,0.0000474,f,south africa
53,1986,0.0000405,f,south africa
54,1986,0.0000346,f,south africa
55,1986,0.0000294,f,south africa
56,1986,0.0000251,f,south africa
57,1986,0.0000214,f,south africa
58,1986,0.0000185,f,south africa
59,1986,0.0000161,f,south africa
60,1986,0.0000141,f,south africa
61,1986,0.0000125,f,south africa
62,1986,0.000011,f,south africa
63,1986,0.00000945,f,south africa
64,1986,0.00000794,f,south africa
65,1986,0.00000662,f,south africa
66,1986,0.00000555,f,south africa
67,1986,0.00000472,f,south africa
68,1986,0.00000411,f,south africa
69,1986,0.00000357,f,south africa
70,1986,0.00000313,f,south africa
71,1986,0.00000283,f,south africa
72,1986,0.00000259,f,south africa
73,1986,0.00000238,f,south africa
74,1986,0.0000022,f,south africa
75,1986,0.0000023,f,south africa
76,1986,0.00000248,f,south africa
77,1986,0.00000275,f,south africa
78,1986,0.00000314,f,south africa
79,1986,0.0000037,f,south africa
80,1986,0.0000045,f,south africa
81,1986,0.00000569,f,south africa
82,1986,0.00000734,f,south africa
83,1986,0.00000999,f,south africa
84,1986,0.0000142,f,south africa
85,1986,0.0000209,f,south africa
86,1986,0.0000323,f,south africa
87,1986,0.0000519,f,south africa
88,1986,0.00009,f,south africa
89,1986,0.000171,f,south africa
10,1987,0,f,south africa
11,1987,0.0000011,f,south africa
12,1987,0.0000167,f,south africa
13,1987,0.0000806,f,south africa
14,1987,0.0003,f,south africa
15,1987,0.0006,f,south africa
16,1987,0.0011,f,south africa
17,1987,0.0015,f,south africa
18,1987,0.0018,f,south africa
19,1987,0.0018,f,south africa
20,1987,0.0018,f,south africa
21,1987,0.0018,f,south africa
22,1987,0.0017,f,south africa
23,1987,0.0015,f,south africa
24,1987,0.0014,f,south africa
25,1987,0.0013,f,south africa
26,1987,0.0013,f,south africa
27,1987,0.0013,f,south africa
28,1987,0.0013,f,south africa
29,1987,0.0013,f,south africa
30,1987,0.0013,f,south africa
31,1987,0.0013,f,south africa
32,1987,0.0012,f,south africa
33,1987,0.0012,f,south africa
34,1987,0.0011,f,south africa
35,1987,0.001,f,south africa
36,1987,0.001,f,south africa
37,1987,0.0009,f,south africa
38,1987,0.0008,f,south africa
39,1987,0.0007,f,south africa
40,1987,0.0007,f,south africa
41,1987,0.0006,f,south africa
42,1987,0.0005,f,south africa
43,1987,0.0005,f,south africa
44,1987,0.0004,f,south africa
45,1987,0.0004,f,south africa
46,1987,0.0003,f,south africa
47,1987,0.0003,f,south africa
48,1987,0.0002,f,south africa
49,1987,0.000198,f,south africa
50,1987,0.00017,f,south africa
51,1987,0.000146,f,south africa
52,1987,0.000125,f,south africa
53,1987,0.000107,f,south africa
54,1987,0.000091,f,south africa
55,1987,0.0000773,f,south africa
56,1987,0.0000655,f,south africa
57,1987,0.0000556,f,south africa
58,1987,0.0000474,f,south africa
59,1987,0.0000406,f,south africa
60,1987,0.000035,f,south africa
61,1987,0.0000305,f,south africa
62,1987,0.0000267,f,south africa
63,1987,0.0000232,f,south africa
64,1987,0.0000199,f,south africa
65,1987,0.0000167,f,south africa
66,1987,0.0000139,f,south africa
67,1987,0.0000117,f,south africa
68,1987,0.00000991,f,south africa
69,1987,0.0000086,f,south africa
70,1987,0.00000746,f,south africa
71,1987,0.00000653,f,south africa
72,1987,0.00000589,f,south africa
73,1987,0.00000538,f,south africa
74,1987,0.00000494,f,south africa
75,1987,0.00000457,f,south africa
76,1987,0.00000475,f,south africa
77,1987,0.00000508,f,south africa
78,1987,0.0000056,f,south africa
79,1987,0.00000636,f,south africa
80,1987,0.00000747,f,south africa
81,1987,0.00000911,f,south africa
82,1987,0.0000116,f,south africa
83,1987,0.0000148,f,south africa
84,1987,0.0000204,f,south africa
85,1987,0.000029,f,south africa
86,1987,0.0000425,f,south africa
87,1987,0.0000627,f,south africa
88,1987,0.0000921,f,south africa
89,1987,0.000142,f,south africa
10,1988,0.00000001,f,south africa
11,1988,0.00000199,f,south africa
12,1988,0.0000301,f,south africa
13,1988,0.000152,f,south africa
14,1988,0.0005,f,south africa
15,1988,0.0013,f,south africa
16,1988,0.0023,f,south africa
17,1988,0.0032,f,south africa
18,1988,0.0037,f,south africa
19,1988,0.0038,f,south africa
20,1988,0.0038,f,south africa
21,1988,0.0036,f,south africa
22,1988,0.0034,f,south africa
23,1988,0.0032,f,south africa
24,1988,0.0029,f,south africa
25,1988,0.0026,f,south africa
26,1988,0.0027,f,south africa
27,1988,0.0027,f,south africa
28,1988,0.0027,f,south africa
29,1988,0.0027,f,south africa
30,1988,0.0027,f,south africa
31,1988,0.0026,f,south africa
32,1988,0.0025,f,south africa
33,1988,0.0024,f,south africa
34,1988,0.0023,f,south africa
35,1988,0.0021,f,south africa
36,1988,0.002,f,south africa
37,1988,0.0018,f,south africa
38,1988,0.0017,f,south africa
39,1988,0.0015,f,south africa
40,1988,0.0014,f,south africa
41,1988,0.0012,f,south africa
42,1988,0.0011,f,south africa
43,1988,0.001,f,south africa
44,1988,0.0008,f,south africa
45,1988,0.0007,f,south africa
46,1988,0.0006,f,south africa
47,1988,0.0006,f,south africa
48,1988,0.0005,f,south africa
49,1988,0.0004,f,south africa
50,1988,0.0003,f,south africa
51,1988,0.0003,f,south africa
52,1988,0.0003,f,south africa
53,1988,0.0002,f,south africa
54,1988,0.0002,f,south africa
55,1988,0.000155,f,south africa
56,1988,0.000131,f,south africa
57,1988,0.000111,f,south africa
58,1988,0.0000938,f,south africa
59,1988,0.0000796,f,south africa
60,1988,0.0000677,f,south africa
61,1988,0.0000579,f,south africa
62,1988,0.0000499,f,south africa
63,1988,0.0000433,f,south africa
64,1988,0.0000375,f,south africa
65,1988,0.000032,f,south africa
66,1988,0.0000268,f,south africa
67,1988,0.0000223,f,south africa
68,1988,0.0000187,f,south africa
69,1988,0.0000159,f,south africa
70,1988,0.0000137,f,south africa
71,1988,0.0000119,f,south africa
72,1988,0.0000104,f,south africa
73,1988,0.00000937,f,south africa
74,1988,0.00000854,f,south africa
75,1988,0.00000783,f,south africa
76,1988,0.00000723,f,south africa
77,1988,0.00000745,f,south africa
78,1988,0.00000791,f,south africa
79,1988,0.00000865,f,south africa
80,1988,0.00000978,f,south africa
81,1988,0.0000115,f,south africa
82,1988,0.0000141,f,south africa
83,1988,0.000018,f,south africa
84,1988,0.000023,f,south africa
85,1988,0.0000318,f,south africa
86,1988,0.0000455,f,south africa
87,1988,0.0000654,f,south africa
88,1988,0.000092,f,south africa
89,1988,0.000126,f,south africa
10,1989,0.00000002,f,south africa
11,1989,0.00000312,f,south africa
12,1989,0.0000473,f,south africa
13,1989,0.0003,f,south africa
14,1989,0.0009,f,south africa
15,1989,0.0023,f,south africa
16,1989,0.0042,f,south africa
17,1989,0.0058,f,south africa
18,1989,0.0066,f,south africa
19,1989,0.0068,f,south africa
20,1989,0.0067,f,south africa
21,1989,0.0064,f,south africa
22,1989,0.0059,f,south africa
23,1989,0.0054,f,south africa
24,1989,0.0049,f,south africa
25,1989,0.0044,f,south africa
26,1989,0.0045,f,south africa
27,1989,0.0046,f,south africa
28,1989,0.0046,f,south africa
29,1989,0.0046,f,south africa
30,1989,0.0045,f,south africa
31,1989,0.0044,f,south africa
32,1989,0.0042,f,south africa
33,1989,0.004,f,south africa
34,1989,0.0038,f,south africa
35,1989,0.0035,f,south africa
36,1989,0.0033,f,south africa
37,1989,0.003,f,south africa
38,1989,0.0028,f,south africa
39,1989,0.0025,f,south africa
40,1989,0.0023,f,south africa
41,1989,0.0021,f,south africa
42,1989,0.0018,f,south africa
43,1989,0.0016,f,south africa
44,1989,0.0014,f,south africa
45,1989,0.0012,f,south africa
46,1989,0.0011,f,south africa
47,1989,0.0009,f,south africa
48,1989,0.0008,f,south africa
49,1989,0.0007,f,south africa
50,1989,0.0006,f,south africa
51,1989,0.0005,f,south africa
52,1989,0.0004,f,south africa
53,1989,0.0004,f,south africa
54,1989,0.0003,f,south africa
55,1989,0.0003,f,south africa
56,1989,0.0002,f,south africa
57,1989,0.0002,f,south africa
58,1989,0.0002,f,south africa
59,1989,0.000132,f,south africa
60,1989,0.000111,f,south africa
61,1989,0.0000941,f,south africa
62,1989,0.0000799,f,south africa
63,1989,0.0000682,f,south africa
64,1989,0.0000586,f,south africa
65,1989,0.0000503,f,south africa
66,1989,0.0000427,f,south africa
67,1989,0.0000358,f,south africa
68,1989,0.0000298,f,south africa
69,1989,0.000025,f,south africa
70,1989,0.0000211,f,south africa
71,1989,0.0000182,f,south africa
72,1989,0.0000157,f,south africa
73,1989,0.0000138,f,south africa
74,1989,0.0000124,f,south africa
75,1989,0.0000112,f,south africa
76,1989,0.0000103,f,south africa
77,1989,0.00000948,f,south africa
78,1989,0.00000966,f,south africa
79,1989,0.0000102,f,south africa
80,1989,0.000011,f,south africa
81,1989,0.0000124,f,south africa
82,1989,0.0000146,f,south africa
83,1989,0.000018,f,south africa
84,1989,0.0000233,f,south africa
85,1989,0.0000295,f,south africa
86,1989,0.0000411,f,south africa
87,1989,0.0000583,f,south africa
88,1989,0.0000816,f,south africa
89,1989,0.000112,f,south africa
10,1990,0.00000004,f,south africa
11,1990,0.0000045,f,south africa
12,1990,0.0000686,f,south africa
13,1990,0.0004,f,south africa
14,1990,0.0015,f,south africa
15,1990,0.0039,f,south africa
16,1990,0.007,f,south africa
17,1990,0.0095,f,south africa
18,1990,0.0107,f,south africa
19,1990,0.0109,f,south africa
20,1990,0.0105,f,south africa
21,1990,0.0098,f,south africa
22,1990,0.009,f,south africa
23,1990,0.0082,f,south africa
24,1990,0.0074,f,south africa
25,1990,0.0066,f,south africa
26,1990,0.0067,f,south africa
27,1990,0.0067,f,south africa
28,1990,0.0067,f,south africa
29,1990,0.0067,f,south africa
30,1990,0.0065,f,south africa
31,1990,0.0063,f,south africa
32,1990,0.0061,f,south africa
33,1990,0.0058,f,south africa
34,1990,0.0055,f,south africa
35,1990,0.0052,f,south africa
36,1990,0.0048,f,south africa
37,1990,0.0045,f,south africa
38,1990,0.0041,f,south africa
39,1990,0.0037,f,south africa
40,1990,0.0034,f,south africa
41,1990,0.003,f,south africa
42,1990,0.0027,f,south africa
43,1990,0.0024,f,south africa
44,1990,0.0021,f,south africa
45,1990,0.0019,f,south africa
46,1990,0.0016,f,south africa
47,1990,0.0014,f,south africa
48,1990,0.0012,f,south africa
49,1990,0.001,f,south africa
50,1990,0.0009,f,south africa
51,1990,0.0008,f,south africa
52,1990,0.0006,f,south africa
53,1990,0.0005,f,south africa
54,1990,0.0005,f,south africa
55,1990,0.0004,f,south africa
56,1990,0.0003,f,south africa
57,1990,0.0003,f,south africa
58,1990,0.0002,f,south africa
59,1990,0.0002,f,south africa
60,1990,0.0002,f,south africa
61,1990,0.0001,f,south africa
62,1990,0.000117,f,south africa
63,1990,0.0000986,f,south africa
64,1990,0.0000834,f,south africa
65,1990,0.0000709,f,south africa
66,1990,0.0000604,f,south africa
67,1990,0.0000511,f,south africa
68,1990,0.0000427,f,south africa
69,1990,0.0000355,f,south africa
70,1990,0.0000298,f,south africa
71,1990,0.0000252,f,south africa
72,1990,0.0000216,f,south africa
73,1990,0.0000186,f,south africa
74,1990,0.0000163,f,south africa
75,1990,0.0000146,f,south africa
76,1990,0.0000132,f,south africa
77,1990,0.0000121,f,south africa
78,1990,0.0000111,f,south africa
79,1990,0.0000112,f,south africa
80,1990,0.0000116,f,south africa
81,1990,0.0000124,f,south africa
82,1990,0.000014,f,south africa
83,1990,0.0000164,f,south africa
84,1990,0.0000204,f,south africa
85,1990,0.0000268,f,south africa
86,1990,0.0000335,f,south africa
87,1990,0.0000466,f,south africa
88,1990,0.0000653,f,south africa
89,1990,0.0000903,f,south africa
10,1991,0.00000006,f,south africa
11,1991,0.00000615,f,south africa
12,1991,0.000095,f,south africa
13,1991,0.0006,f,south africa
14,1991,0.0023,f,south africa
15,1991,0.006,f,south africa
16,1991,0.0109,f,south africa
17,1991,0.0146,f,south africa
18,1991,0.0163,f,south africa
19,1991,0.0162,f,south africa
20,1991,0.0153,f,south africa
21,1991,0.0141,f,south africa
22,1991,0.0128,f,south africa
23,1991,0.0115,f,south africa
24,1991,0.0102,f,south africa
25,1991,0.009,f,south africa
26,1991,0.0091,f,south africa
27,1991,0.0091,f,south africa
28,1991,0.009,f,south africa
29,1991,0.0089,f,south africa
30,1991,0.0087,f,south africa
31,1991,0.0085,f,south africa
32,1991,0.0081,f,south africa
33,1991,0.0078,f,south africa
34,1991,0.0074,f,south africa
35,1991,0.0069,f,south africa
36,1991,0.0065,f,south africa
37,1991,0.006,f,south africa
38,1991,0.0055,f,south africa
39,1991,0.005,f,south africa
40,1991,0.0046,f,south africa
41,1991,0.0041,f,south africa
42,1991,0.0037,f,south africa
43,1991,0.0033,f,south africa
44,1991,0.0029,f,south africa
45,1991,0.0026,f,south africa
46,1991,0.0022,f,south africa
47,1991,0.002,f,south africa
48,1991,0.0017,f,south africa
49,1991,0.0015,f,south africa
50,1991,0.0013,f,south africa
51,1991,0.0011,f,south africa
52,1991,0.0009,f,south africa
53,1991,0.0008,f,south africa
54,1991,0.0007,f,south africa
55,1991,0.0006,f,south africa
56,1991,0.0005,f,south africa
57,1991,0.0004,f,south africa
58,1991,0.0003,f,south africa
59,1991,0.0003,f,south africa
60,1991,0.0002,f,south africa
61,1991,0.0002,f,south africa
62,1991,0.0002,f,south africa
63,1991,0.0001,f,south africa
64,1991,0.0001,f,south africa
65,1991,0.0000962,f,south africa
66,1991,0.0000811,f,south africa
67,1991,0.0000685,f,south africa
68,1991,0.0000577,f,south africa
69,1991,0.0000481,f,south africa
70,1991,0.00004,f,south africa
71,1991,0.0000336,f,south africa
72,1991,0.0000284,f,south africa
73,1991,0.0000243,f,south africa
74,1991,0.0000208,f,south africa
75,1991,0.0000182,f,south africa
76,1991,0.0000163,f,south africa
77,1991,0.0000147,f,south africa
78,1991,0.0000134,f,south africa
79,1991,0.0000122,f,south africa
80,1991,0.0000121,f,south africa
81,1991,0.0000124,f,south africa
82,1991,0.0000132,f,south africa
83,1991,0.0000148,f,south africa
84,1991,0.0000174,f,south africa
85,1991,0.0000217,f,south africa
86,1991,0.0000288,f,south africa
87,1991,0.0000355,f,south africa
88,1991,0.0000491,f,south africa
89,1991,0.0000686,f,south africa
10,1992,0.00000009,f,south africa
11,1992,0.00000808,f,south africa
12,1992,0.000126,f,south africa
13,1992,0.0008,f,south africa
14,1992,0.0033,f,south africa
15,1992,0.0089,f,south africa
16,1992,0.0159,f,south africa
17,1992,0.0211,f,south africa
18,1992,0.0231,f,south africa
19,1992,0.0226,f,south africa
20,1992,0.0211,f,south africa
21,1992,0.0191,f,south africa
22,1992,0.0171,f,south africa
23,1992,0.0151,f,south africa
24,1992,0.0133,f,south africa
25,1992,0.0116,f,south africa
26,1992,0.0116,f,south africa
27,1992,0.0116,f,south africa
28,1992,0.0114,f,south africa
29,1992,0.0113,f,south africa
30,1992,0.011,f,south africa
31,1992,0.0106,f,south africa
32,1992,0.0102,f,south africa
33,1992,0.0098,f,south africa
34,1992,0.0093,f,south africa
35,1992,0.0088,f,south africa
36,1992,0.0082,f,south africa
37,1992,0.0076,f,south africa
38,1992,0.007,f,south africa
39,1992,0.0065,f,south africa
40,1992,0.0059,f,south africa
41,1992,0.0054,f,south africa
42,1992,0.0048,f,south africa
43,1992,0.0043,f,south africa
44,1992,0.0039,f,south africa
45,1992,0.0034,f,south africa
46,1992,0.003,f,south africa
47,1992,0.0026,f,south africa
48,1992,0.0023,f,south africa
49,1992,0.002,f,south africa
50,1992,0.0017,f,south africa
51,1992,0.0014,f,south africa
52,1992,0.0012,f,south africa
53,1992,0.0011,f,south africa
54,1992,0.0009,f,south africa
55,1992,0.0008,f,south africa
56,1992,0.0006,f,south africa
57,1992,0.0005,f,south africa
58,1992,0.0004,f,south africa
59,1992,0.0004,f,south africa
60,1992,0.0003,f,south africa
61,1992,0.0003,f,south africa
62,1992,0.0002,f,south africa
63,1992,0.0002,f,south africa
64,1992,0.0002,f,south africa
65,1992,0.0001,f,south africa
66,1992,0.000108,f,south africa
67,1992,0.00009,f,south africa
68,1992,0.0000756,f,south africa
69,1992,0.0000634,f,south africa
70,1992,0.0000528,f,south africa
71,1992,0.000044,f,south africa
72,1992,0.0000369,f,south africa
73,1992,0.0000311,f,south africa
74,1992,0.0000265,f,south africa
75,1992,0.0000226,f,south africa
76,1992,0.0000198,f,south africa
77,1992,0.0000176,f,south africa
78,1992,0.0000158,f,south africa
79,1992,0.0000144,f,south africa
80,1992,0.000013,f,south africa
81,1992,0.0000126,f,south africa
82,1992,0.0000128,f,south africa
83,1992,0.0000133,f,south africa
84,1992,0.0000146,f,south africa
85,1992,0.0000167,f,south africa
86,1992,0.0000201,f,south africa
87,1992,0.0000261,f,south africa
88,1992,0.0000318,f,south africa
89,1992,0.0000437,f,south africa
10,1993,0.00000012,f,south africa
11,1993,0.0000101,f,south africa
12,1993,0.0002,f,south africa
13,1993,0.0011,f,south africa
14,1993,0.0045,f,south africa
15,1993,0.0121,f,south africa
16,1993,0.0216,f,south africa
17,1993,0.0284,f,south africa
18,1993,0.0307,f,south africa
19,1993,0.0297,f,south africa
20,1993,0.0273,f,south africa
21,1993,0.0245,f,south africa
22,1993,0.0216,f,south africa
23,1993,0.019,f,south africa
24,1993,0.0166,f,south africa
25,1993,0.0144,f,south africa
26,1993,0.0143,f,south africa
27,1993,0.0141,f,south africa
28,1993,0.0139,f,south africa
29,1993,0.0136,f,south africa
30,1993,0.0133,f,south africa
31,1993,0.0128,f,south africa
32,1993,0.0123,f,south africa
33,1993,0.0118,f,south africa
34,1993,0.0112,f,south africa
35,1993,0.0106,f,south africa
36,1993,0.01,f,south africa
37,1993,0.0093,f,south africa
38,1993,0.0086,f,south africa
39,1993,0.008,f,south africa
40,1993,0.0073,f,south africa
41,1993,0.0067,f,south africa
42,1993,0.0061,f,south africa
43,1993,0.0055,f,south africa
44,1993,0.0049,f,south africa
45,1993,0.0044,f,south africa
46,1993,0.0038,f,south africa
47,1993,0.0034,f,south africa
48,1993,0.0029,f,south africa
49,1993,0.0025,f,south africa
50,1993,0.0022,f,south africa
51,1993,0.0019,f,south africa
52,1993,0.0016,f,south africa
53,1993,0.0014,f,south africa
54,1993,0.0012,f,south africa
55,1993,0.001,f,south africa
56,1993,0.0008,f,south africa
57,1993,0.0007,f,south africa
58,1993,0.0006,f,south africa
59,1993,0.0005,f,south africa
60,1993,0.0004,f,south africa
61,1993,0.0003,f,south africa
62,1993,0.0003,f,south africa
63,1993,0.0002,f,south africa
64,1993,0.0002,f,south africa
65,1993,0.0002,f,south africa
66,1993,0.0001,f,south africa
67,1993,0.0001,f,south africa
68,1993,0.0000977,f,south africa
69,1993,0.0000816,f,south africa
70,1993,0.0000683,f,south africa
71,1993,0.0000569,f,south africa
72,1993,0.0000474,f,south africa
73,1993,0.0000398,f,south africa
74,1993,0.0000335,f,south africa
75,1993,0.0000285,f,south africa
76,1993,0.0000242,f,south africa
77,1993,0.0000212,f,south africa
78,1993,0.0000188,f,south africa
79,1993,0.0000168,f,south africa
80,1993,0.000015,f,south africa
81,1993,0.0000135,f,south africa
82,1993,0.000013,f,south africa
83,1993,0.0000129,f,south africa
84,1993,0.0000132,f,south africa
85,1993,0.000014,f,south africa
86,1993,0.0000155,f,south africa
87,1993,0.0000182,f,south africa
88,1993,0.0000226,f,south africa
89,1993,0.0000276,f,south africa
10,1994,0.00000015,f,south africa
11,1994,0.0000121,f,south africa
12,1994,0.0002,f,south africa
13,1994,0.0013,f,south africa
14,1994,0.0057,f,south africa
15,1994,0.0153,f,south africa
16,1994,0.0273,f,south africa
17,1994,0.0356,f,south africa
18,1994,0.0382,f,south africa
19,1994,0.0366,f,south africa
20,1994,0.0334,f,south africa
21,1994,0.0297,f,south africa
22,1994,0.0261,f,south africa
23,1994,0.0228,f,south africa
24,1994,0.0197,f,south africa
25,1994,0.0171,f,south africa
26,1994,0.0169,f,south africa
27,1994,0.0166,f,south africa
28,1994,0.0163,f,south africa
29,1994,0.0159,f,south africa
30,1994,0.0155,f,south africa
31,1994,0.0149,f,south africa
32,1994,0.0144,f,south africa
33,1994,0.0138,f,south africa
34,1994,0.0131,f,south africa
35,1994,0.0124,f,south africa
36,1994,0.0117,f,south africa
37,1994,0.011,f,south africa
38,1994,0.0102,f,south africa
39,1994,0.0095,f,south africa
40,1994,0.0087,f,south africa
41,1994,0.008,f,south africa
42,1994,0.0073,f,south africa
43,1994,0.0066,f,south africa
44,1994,0.006,f,south africa
45,1994,0.0054,f,south africa
46,1994,0.0048,f,south africa
47,1994,0.0042,f,south africa
48,1994,0.0037,f,south africa
49,1994,0.0032,f,south africa
50,1994,0.0028,f,south africa
51,1994,0.0024,f,south africa
52,1994,0.0021,f,south africa
53,1994,0.0018,f,south africa
54,1994,0.0015,f,south africa
55,1994,0.0013,f,south africa
56,1994,0.0011,f,south africa
57,1994,0.0009,f,south africa
58,1994,0.0008,f,south africa
59,1994,0.0006,f,south africa
60,1994,0.0005,f,south africa
61,1994,0.0004,f,south africa
62,1994,0.0004,f,south africa
63,1994,0.0003,f,south africa
64,1994,0.0003,f,south africa
65,1994,0.0002,f,south africa
66,1994,0.0002,f,south africa
67,1994,0.0002,f,south africa
68,1994,0.0001,f,south africa
69,1994,0.000104,f,south africa
70,1994,0.0000862,f,south africa
71,1994,0.000072,f,south africa
72,1994,0.00006,f,south africa
73,1994,0.00005,f,south africa
74,1994,0.000042,f,south africa
75,1994,0.0000354,f,south africa
76,1994,0.00003,f,south africa
77,1994,0.0000255,f,south africa
78,1994,0.0000223,f,south africa
79,1994,0.0000197,f,south africa
80,1994,0.0000175,f,south africa
81,1994,0.0000156,f,south africa
82,1994,0.000014,f,south africa
83,1994,0.0000133,f,south africa
84,1994,0.000013,f,south africa
85,1994,0.000013,f,south africa
86,1994,0.0000135,f,south africa
87,1994,0.0000148,f,south africa
88,1994,0.0000171,f,south africa
89,1994,0.0000213,f,south africa
10,1995,0.00000018,f,south africa
11,1995,0.000014,f,south africa
12,1995,0.0002,f,south africa
13,1995,0.0015,f,south africa
14,1995,0.0066,f,south africa
15,1995,0.018,f,south africa
16,1995,0.0323,f,south africa
17,1995,0.0419,f,south africa
18,1995,0.0447,f,south africa
19,1995,0.0426,f,south africa
20,1995,0.0387,f,south africa
21,1995,0.0343,f,south africa
22,1995,0.03,f,south africa
23,1995,0.0261,f,south africa
24,1995,0.0226,f,south africa
25,1995,0.0195,f,south africa
26,1995,0.0193,f,south africa
27,1995,0.0189,f,south africa
28,1995,0.0185,f,south africa
29,1995,0.0181,f,south africa
30,1995,0.0175,f,south africa
31,1995,0.0169,f,south africa
32,1995,0.0162,f,south africa
33,1995,0.0156,f,south africa
34,1995,0.0149,f,south africa
35,1995,0.0141,f,south africa
36,1995,0.0133,f,south africa
37,1995,0.0126,f,south africa
38,1995,0.0117,f,south africa
39,1995,0.0109,f,south africa
40,1995,0.0101,f,south africa
41,1995,0.0093,f,south africa
42,1995,0.0086,f,south africa
43,1995,0.0078,f,south africa
44,1995,0.0071,f,south africa
45,1995,0.0064,f,south africa
46,1995,0.0057,f,south africa
47,1995,0.0051,f,south africa
48,1995,0.0045,f,south africa
49,1995,0.0039,f,south africa
50,1995,0.0034,f,south africa
51,1995,0.0029,f,south africa
52,1995,0.0025,f,south africa
53,1995,0.0022,f,south africa
54,1995,0.0019,f,south africa
55,1995,0.0016,f,south africa
56,1995,0.0014,f,south africa
57,1995,0.0012,f,south africa
58,1995,0.001,f,south africa
59,1995,0.0008,f,south africa
60,1995,0.0007,f,south africa
61,1995,0.0006,f,south africa
62,1995,0.0005,f,south africa
63,1995,0.0004,f,south africa
64,1995,0.0003,f,south africa
65,1995,0.0003,f,south africa
66,1995,0.0002,f,south africa
67,1995,0.0002,f,south africa
68,1995,0.0002,f,south africa
69,1995,0.00013,f,south africa
70,1995,0.000107,f,south africa
71,1995,0.0000891,f,south africa
72,1995,0.0000743,f,south africa
73,1995,0.000062,f,south africa
74,1995,0.0000517,f,south africa
75,1995,0.0000435,f,south africa
76,1995,0.0000367,f,south africa
77,1995,0.000031,f,south africa
78,1995,0.0000263,f,south africa
79,1995,0.0000231,f,south africa
80,1995,0.0000202,f,south africa
81,1995,0.0000179,f,south africa
82,1995,0.0000159,f,south africa
83,1995,0.0000143,f,south africa
84,1995,0.0000135,f,south africa
85,1995,0.0000129,f,south africa
86,1995,0.0000128,f,south africa
87,1995,0.0000132,f,south africa
88,1995,0.0000144,f,south africa
89,1995,0.0000168,f,south africa
10,1996,0.00000022,f,south africa
11,1996,0.0000157,f,south africa
12,1996,0.0002,f,south africa
13,1996,0.0017,f,south africa
14,1996,0.0073,f,south africa
15,1996,0.0201,f,south africa
16,1996,0.0361,f,south africa
17,1996,0.0468,f,south africa
18,1996,0.0498,f,south africa
19,1996,0.0473,f,south africa
20,1996,0.0428,f,south africa
21,1996,0.0379,f,south africa
22,1996,0.0331,f,south africa
23,1996,0.0288,f,south africa
24,1996,0.025,f,south africa
25,1996,0.0216,f,south africa
26,1996,0.0213,f,south africa
27,1996,0.0209,f,south africa
28,1996,0.0204,f,south africa
29,1996,0.0199,f,south africa
30,1996,0.0193,f,south africa
31,1996,0.0186,f,south africa
32,1996,0.0179,f,south africa
33,1996,0.0171,f,south africa
34,1996,0.0164,f,south africa
35,1996,0.0156,f,south africa
36,1996,0.0148,f,south africa
37,1996,0.014,f,south africa
38,1996,0.0131,f,south africa
39,1996,0.0123,f,south africa
40,1996,0.0114,f,south africa
41,1996,0.0106,f,south africa
42,1996,0.0098,f,south africa
43,1996,0.0089,f,south africa
44,1996,0.0082,f,south africa
45,1996,0.0074,f,south africa
46,1996,0.0067,f,south africa
47,1996,0.006,f,south africa
48,1996,0.0053,f,south africa
49,1996,0.0047,f,south africa
50,1996,0.0041,f,south africa
51,1996,0.0035,f,south africa
52,1996,0.003,f,south africa
53,1996,0.0026,f,south africa
54,1996,0.0023,f,south africa
55,1996,0.0019,f,south africa
56,1996,0.0017,f,south africa
57,1996,0.0014,f,south africa
58,1996,0.0012,f,south africa
59,1996,0.001,f,south africa
60,1996,0.0008,f,south africa
61,1996,0.0007,f,south africa
62,1996,0.0006,f,south africa
63,1996,0.0005,f,south africa
64,1996,0.0004,f,south africa
65,1996,0.0003,f,south africa
66,1996,0.0003,f,south africa
67,1996,0.0002,f,south africa
68,1996,0.0002,f,south africa
69,1996,0.0002,f,south africa
70,1996,0.0001,f,south africa
71,1996,0.000109,f,south africa
72,1996,0.00009,f,south africa
73,1996,0.0000751,f,south africa
74,1996,0.0000627,f,south africa
75,1996,0.0000524,f,south africa
76,1996,0.0000441,f,south africa
77,1996,0.0000372,f,south africa
78,1996,0.0000315,f,south africa
79,1996,0.0000268,f,south africa
80,1996,0.0000233,f,south africa
81,1996,0.0000204,f,south africa
82,1996,0.0000181,f,south africa
83,1996,0.0000162,f,south africa
84,1996,0.0000146,f,south africa
85,1996,0.0000135,f,south africa
86,1996,0.0000128,f,south africa
87,1996,0.0000127,f,south africa
88,1996,0.0000131,f,south africa
89,1996,0.0000144,f,south africa
10,1997,0.00000025,f,south africa
11,1997,0.0000172,f,south africa
12,1997,0.0003,f,south africa
13,1997,0.0018,f,south africa
14,1997,0.0078,f,south africa
15,1997,0.0212,f,south africa
16,1997,0.0383,f,south africa
17,1997,0.0498,f,south africa
